phenotype,CPRD,ICD,OPCS,name_portal,implementation,group,is_cancer,is_adult,file_stem,primary_care,secondary_care,death,case_note_review,ehr_sources,prognosis,genetic,cross_country,publications,type,id,primary_care,secondary_care,type,data_sources,clinical_terminologies,validation,valid_event_data_range,sex,date,modified_date,version,authors
Secondary Thrombocytopaenia,_data/primary_care/CPRD_sec_oth_thrombocytopaenia.csv,_data/secondary_care/ICD_sec_oth_thrombocytopaenia.csv,,Secondary Thrombocytopaenia,"At the specified date, a patient is defined as having had Secondary or other Thrombocytopaenia IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Secondary or other Thrombocytopaenia diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of Secondary or other Thrombocytopaenia or history of diagnosis during a hospitalization",Haematological or immunological,0,1,sec_oth_thrombocytopaenia,['_data/primary_care/CPRD_sec_oth_thrombocytopaenia.csv'],['_data/secondary_care/ICD_sec_oth_thrombocytopaenia.csv'],,,,,,,,Disease or Syndrome,PHE00257,['_data/primary_care/CPRD_sec_oth_thrombocytopaenia.csv'],['_data/secondary_care/ICD_sec_oth_thrombocytopaenia.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Secondary Polycythaemia,_data/primary_care/CPRD_2ry_polycythaemia.csv,_data/secondary_care/ICD_2ry_polycythaemia.csv,,Secondary Polycythaemia,"At the specified date, a patient is defined as having had 'Secondary polycythaemia' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Secondary polycythaemia' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Secondary polycythaemia' or history of diagnosis during a hospitalization",Haematological or immunological,0,1,2ry_polycythaemia,['_data/primary_care/CPRD_2ry_polycythaemia.csv'],['_data/secondary_care/ICD_2ry_polycythaemia.csv'],,,,,,,,Disease or Syndrome,PHE00258,['_data/primary_care/CPRD_2ry_polycythaemia.csv'],['_data/secondary_care/ICD_2ry_polycythaemia.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Secondary Pulmonary Hypertension,_data/primary_care/CPRD_sec_pulm_htn.csv,_data/secondary_care/ICD_sec_pulm_htn.csv,,Secondary Pulmonary Hypertension,"At the specified date, a patient is defined as having had 'Secondary pulmonary hypertension' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Secondary pulmonary hypertension' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Secondary pulmonary hypertension' or history of diagnosis during a hospitalization",Cardiovascular,0,1,sec_pulm_htn,['_data/primary_care/CPRD_sec_pulm_htn.csv'],['_data/secondary_care/ICD_sec_pulm_htn.csv'],,,,,,,,Disease or Syndrome,PHE00259,['_data/primary_care/CPRD_sec_pulm_htn.csv'],['_data/secondary_care/ICD_sec_pulm_htn.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Septicaemia,,_data/secondary_care/ICD_sepsis.csv,,Septicaemia,"At the specified date, a patient is defined as having had 'Septicaemia' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Secondary care
1. ALL diagnoses of 'Septicaemia' or history of diagnosis during a hospitalization",Infections,0,1,sepsis,[],['_data/secondary_care/ICD_sepsis.csv'],,,,,,,,Disease or Syndrome,PHE00260,[],['_data/secondary_care/ICD_sepsis.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Sick Sinus Syndrome,_data/primary_care/CPRD_sick_sinus.csv,_data/secondary_care/ICD_sick_sinus.csv,,Sick Sinus Syndrome,"At the specified date, a patient is defined as having had 'Sick sinus syndrome' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Sick sinus syndrome' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Sick sinus syndrome' or history of diagnosis during a hospitalization",Cardiovascular,0,1,sick_sinus,['_data/primary_care/CPRD_sick_sinus.csv'],['_data/secondary_care/ICD_sick_sinus.csv'],,,,,,,,Disease or Syndrome,PHE00261,['_data/primary_care/CPRD_sick_sinus.csv'],['_data/secondary_care/ICD_sick_sinus.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Sickle Cell Disease,_data/primary_care/CPRD_sickle_cell.csv,_data/secondary_care/ICD_sickle_cell.csv,,Sickle Cell Disease,"At the specified date, a patient is defined as having had Sickle-cell anaemia IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Sickle-cell anaemia diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of Sickle-cell anaemia or history of diagnosis during a hospitalization",Haematological or immunological,0,1,sickle_cell,['_data/primary_care/CPRD_sickle_cell.csv'],['_data/secondary_care/ICD_sickle_cell.csv'],,,,,,,,Disease or Syndrome,PHE00262,['_data/primary_care/CPRD_sickle_cell.csv'],['_data/secondary_care/ICD_sickle_cell.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Sickle Cell Trait,_data/primary_care/CPRD_sickle_trait.csv,_data/secondary_care/ICD_sickle_trait.csv,,Sickle Cell Trait,"At the specified date, a patient is defined as having had Sickle-cell trait IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Sickle-cell trait diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of Sickle-cell trait or history of diagnosis during a hospitalization",Haematological or immunological,0,1,sickle_trait,['_data/primary_care/CPRD_sickle_trait.csv'],['_data/secondary_care/ICD_sickle_trait.csv'],,,,,,,,Disease or Syndrome,PHE00263,['_data/primary_care/CPRD_sickle_trait.csv'],['_data/secondary_care/ICD_sickle_trait.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Sjogren's Syndrome,_data/primary_care/CPRD_sjogren.csv,_data/secondary_care/ICD_sjogren.csv,,Sjogren's Syndrome,"At the specified date, a patient is defined as having had Sjogren's disease IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Sjogren's disease diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of Sjogren's disease or history of diagnosis during a hospitalization",Musculoskeletal ,0,1,sjogren,['_data/primary_care/CPRD_sjogren.csv'],['_data/secondary_care/ICD_sjogren.csv'],,,,,,,,Disease or Syndrome,PHE00264,['_data/primary_care/CPRD_sjogren.csv'],['_data/secondary_care/ICD_sjogren.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Sleep Apnoea,_data/primary_care/CPRD_sleep_apnoea.csv,_data/secondary_care/ICD_sleep_apnoea.csv,,Sleep apnoea,"At the specified date, a patient is defined as having had 'Sleep apnoea' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Sleep apnoea' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Sleep apnoea' or history of diagnosis during a hospitalization",Respiratory,0,1,sleep_apnoea,['_data/primary_care/CPRD_sleep_apnoea.csv'],['_data/secondary_care/ICD_sleep_apnoea.csv'],,,,,,,,Disease or Syndrome,PHE00265,['_data/primary_care/CPRD_sleep_apnoea.csv'],['_data/secondary_care/ICD_sleep_apnoea.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Low Birth Weight,_data/primary_care/CPRD_LBW.csv,_data/secondary_care/ICD_LBW.csv,,Low Birth Weight,"At the specified date, a patient is defined as having had Slow fetal growth or 'Slow fetal growth or low birth weight' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Slow fetal growth or 'Slow fetal growth or low birth weight' diagnosis or history of diagnosis during a consultation AND IF the patient is aged < 1y at the first event date
OR
Secondary care
1. ALL diagnoses of  Slow fetal growth or 'Slow fetal growth or low birth weight' or history of diagnosis during a hospitalization AND IF the patient is aged < 1y at the first event date",Perinatal ,0,0,LBW,['_data/primary_care/CPRD_LBW.csv'],['_data/secondary_care/ICD_LBW.csv'],,,,,,,,Disease or Syndrome,PHE00266,['_data/primary_care/CPRD_LBW.csv'],['_data/secondary_care/ICD_LBW.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Spina Bifida,_data/primary_care/CPRD_spina_bifida.csv,_data/secondary_care/ICD_spina_bifida.csv,_data/secondary_care/OPCS_spina_bifida.csv,Spina Bifida,"At the specified date, a patient is defined as having had 'Spina bifida' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Spina bifida' diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Spina bifida' or history of diagnosis during a hospitalization
OR
Secondary care (OPCS4)
1. ALL procedures for 'Spina bifida' during a hospitalization",Perinatal ,0,1,spina_bifida,['_data/primary_care/CPRD_spina_bifida.csv'],"['_data/secondary_care/ICD_spina_bifida.csv', '_data/secondary_care/OPCS_spina_bifida.csv']",,,,,,,,Disease or Syndrome,PHE00267,['_data/primary_care/CPRD_spina_bifida.csv'],"['_data/secondary_care/ICD_spina_bifida.csv', '_data/secondary_care/OPCS_spina_bifida.csv']",Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Spinal Stenosis,_data/primary_care/CPRD_spinal_stenosis.csv,_data/secondary_care/ICD_spinal_stenosis.csv,,Spinal Stenosis,"At the specified date, a patient is defined as having had 'Spinal stenosis' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Spinal stenosis' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Spinal stenosis' or history of diagnosis during a hospitalization",Musculoskeletal ,0,1,spinal_stenosis,['_data/primary_care/CPRD_spinal_stenosis.csv'],['_data/secondary_care/ICD_spinal_stenosis.csv'],,,,,,,,Disease or Syndrome,PHE00268,['_data/primary_care/CPRD_spinal_stenosis.csv'],['_data/secondary_care/ICD_spinal_stenosis.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Hypersplenism,_data/primary_care/CPRD_splenomegaly.csv,_data/secondary_care/ICD_splenomegaly.csv,,Hypersplenism,"At the specified date, a patient is defined as having had Splenomegaly IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Splenomegaly diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of Splenomegaly or history of diagnosis during a hospitalization",Haematological or immunological,0,1,splenomegaly,['_data/primary_care/CPRD_splenomegaly.csv'],['_data/secondary_care/ICD_splenomegaly.csv'],,,,,,,,Disease or Syndrome,PHE00269,['_data/primary_care/CPRD_splenomegaly.csv'],['_data/secondary_care/ICD_splenomegaly.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
